platform,level,repetition,sample_size,seed,B_upper_us,C_upper_us,n_baseline,n_early,n_late_band,D821_us
ESP32 deep,44,561,5000,204907,21521.0,10550.0,1189,535,351,8672521.0
ESP32 deep,44,561,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,562,250,204907,21520.0,8948.0,55,28,12,7358880.0
ESP32 deep,44,562,500,204907,21520.0,8950.0,110,48,35,7360520.0
ESP32 deep,44,562,1000,204907,21521.0,8954.0,243,100,71,7363801.0
ESP32 deep,44,562,2000,204907,21522.0,8957.0,496,193,144,7366262.0
ESP32 deep,44,562,5000,204907,21522.0,10556.0,1204,507,378,8677442.0
ESP32 deep,44,562,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,563,250,204907,21520.0,8956.0,52,29,22,7365440.0
ESP32 deep,44,563,500,204907,21520.0,8956.0,110,62,41,7365440.0
ESP32 deep,44,563,1000,204907,21521.0,8956.0,205,119,82,7365441.0
ESP32 deep,44,563,2000,204907,21522.0,10555.0,427,231,161,8676622.0
ESP32 deep,44,563,5000,204907,21522.0,10555.0,1163,554,368,8676622.0
ESP32 deep,44,563,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,564,250,204907,21520.0,8953.0,53,30,20,7362980.0
ESP32 deep,44,564,500,204907,21520.0,8953.0,114,53,40,7362980.0
ESP32 deep,44,564,1000,204907,21521.0,8956.0,238,110,79,7365441.0
ESP32 deep,44,564,2000,204907,21521.0,8956.0,463,214,164,7365441.0
ESP32 deep,44,564,5000,204907,21522.0,10547.0,1170,520,384,8670062.0
ESP32 deep,44,564,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,565,250,204907,21520.0,8954.0,59,27,25,7363800.0
ESP32 deep,44,565,500,204907,21520.0,8954.0,117,54,47,7363800.0
ESP32 deep,44,565,1000,204907,21521.0,8954.0,238,100,86,7363801.0
ESP32 deep,44,565,2000,204907,21521.0,10547.0,479,209,163,8670061.0
ESP32 deep,44,565,5000,204907,21522.0,10548.0,1174,529,357,8670882.0
ESP32 deep,44,565,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,566,250,204907,21521.0,8948.0,59,23,21,7358881.0
ESP32 deep,44,566,500,204907,21521.0,8957.0,113,43,43,7366261.0
ESP32 deep,44,566,1000,204907,21522.0,8957.0,219,97,92,7366262.0
ESP32 deep,44,566,2000,204907,21522.0,10556.0,438,204,162,8677442.0
ESP32 deep,44,566,5000,204907,21522.0,10556.0,1153,535,365,8677442.0
ESP32 deep,44,566,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,567,250,204907,21521.0,8950.0,60,32,19,7360521.0
ESP32 deep,44,567,500,204907,21521.0,8951.0,111,61,34,7361341.0
ESP32 deep,44,567,1000,204907,21521.0,8953.0,226,110,60,7362981.0
ESP32 deep,44,567,2000,204907,21521.0,10556.0,454,229,141,8677441.0
ESP32 deep,44,567,5000,204907,21522.0,10556.0,1148,551,374,8677442.0
ESP32 deep,44,567,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,568,250,204907,21521.0,8953.0,51,21,28,7362981.0
ESP32 deep,44,568,500,204907,21521.0,8953.0,100,55,45,7362981.0
ESP32 deep,44,568,1000,204907,21521.0,10550.0,207,110,73,8672521.0
ESP32 deep,44,568,2000,204907,21521.0,10551.0,445,205,151,8673341.0
ESP32 deep,44,568,5000,204907,21522.0,10551.0,1196,502,384,8673342.0
ESP32 deep,44,568,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,569,250,204907,21517.0,8956.0,47,29,26,7365437.0
ESP32 deep,44,569,500,204907,21520.0,8956.0,116,55,40,7365440.0
ESP32 deep,44,569,1000,204907,21520.0,8956.0,244,101,83,7365440.0
ESP32 deep,44,569,2000,204907,21521.0,10546.0,458,216,164,8669241.0
ESP32 deep,44,569,5000,204907,21521.0,10547.0,1151,530,376,8670061.0
ESP32 deep,44,569,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,570,250,204907,21521.0,8951.0,54,24,16,7361341.0
ESP32 deep,44,570,500,204907,21521.0,8951.0,118,46,30,7361341.0
ESP32 deep,44,570,1000,204907,21521.0,8953.0,253,95,68,7362981.0
ESP32 deep,44,570,2000,204907,21521.0,8955.0,494,190,141,7364621.0
ESP32 deep,44,570,5000,204907,21521.0,10547.0,1175,518,350,8670061.0
ESP32 deep,44,570,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,571,250,204907,21519.0,8951.0,59,24,13,7361339.0
ESP32 deep,44,571,500,204907,21521.0,8953.0,126,45,32,7362981.0
ESP32 deep,44,571,1000,204907,21521.0,8956.0,242,107,59,7365441.0
ESP32 deep,44,571,2000,204907,21521.0,10550.0,471,227,135,8672521.0
ESP32 deep,44,571,5000,204907,21521.0,10551.0,1171,522,338,8673341.0
ESP32 deep,44,571,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,572,250,204907,21520.0,8953.0,59,23,24,7362980.0
ESP32 deep,44,572,500,204907,21520.0,8955.0,112,50,43,7364620.0
ESP32 deep,44,572,1000,204907,21521.0,8955.0,223,105,76,7364621.0
ESP32 deep,44,572,2000,204907,21521.0,10546.0,444,204,143,8669241.0
ESP32 deep,44,572,5000,204907,21522.0,10548.0,1153,508,370,8670882.0
ESP32 deep,44,572,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,573,250,204907,21520.0,8957.0,55,20,17,7366260.0
ESP32 deep,44,573,500,204907,21520.0,8957.0,102,42,36,7366260.0
ESP32 deep,44,573,1000,204907,21520.0,10550.0,218,98,81,8672520.0
ESP32 deep,44,573,2000,204907,21522.0,10550.0,450,208,150,8672522.0
ESP32 deep,44,573,5000,204907,21522.0,10556.0,1137,532,374,8677442.0
ESP32 deep,44,573,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,574,250,204907,21520.0,8956.0,68,30,24,7365440.0
ESP32 deep,44,574,500,204907,21520.0,8956.0,114,64,34,7365440.0
ESP32 deep,44,574,1000,204907,21520.0,10547.0,218,122,75,8670060.0
ESP32 deep,44,574,2000,204907,21520.0,10548.0,440,221,150,8670880.0
ESP32 deep,44,574,5000,204907,21521.0,10548.0,1146,534,352,8670881.0
ESP32 deep,44,574,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,575,250,204907,21520.0,8955.0,44,28,16,7364620.0
ESP32 deep,44,575,500,204907,21520.0,10547.0,104,51,30,8670060.0
ESP32 deep,44,575,1000,204907,21521.0,10547.0,228,105,59,8670061.0
ESP32 deep,44,575,2000,204907,21521.0,10547.0,465,206,130,8670061.0
ESP32 deep,44,575,5000,204907,21521.0,10548.0,1169,546,341,8670881.0
ESP32 deep,44,575,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,576,250,204907,21521.0,8957.0,63,29,22,7366261.0
ESP32 deep,44,576,500,204907,21521.0,8957.0,111,54,42,7366261.0
ESP32 deep,44,576,1000,204907,21521.0,8957.0,241,106,73,7366261.0
ESP32 deep,44,576,2000,204907,21521.0,8958.0,474,215,137,7367081.0
ESP32 deep,44,576,5000,204907,21522.0,10547.0,1165,556,355,8670062.0
ESP32 deep,44,576,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,577,250,204907,21520.0,8953.0,52,29,17,7362980.0
ESP32 deep,44,577,500,204907,21520.0,8957.0,98,55,35,7366260.0
ESP32 deep,44,577,1000,204907,21520.0,8958.0,221,107,87,7367080.0
ESP32 deep,44,577,2000,204907,21521.0,8958.0,460,213,158,7367081.0
ESP32 deep,44,577,5000,204907,21522.0,10556.0,1120,533,387,8677442.0
ESP32 deep,44,577,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,578,250,204907,21520.0,8947.0,59,20,21,7358060.0
ESP32 deep,44,578,500,204907,21520.0,10547.0,117,41,43,8670060.0
ESP32 deep,44,578,1000,204907,21520.0,10547.0,231,93,78,8670060.0
ESP32 deep,44,578,2000,204907,21521.0,10547.0,486,186,142,8670061.0
ESP32 deep,44,578,5000,204907,21521.0,10547.0,1144,511,347,8670061.0
ESP32 deep,44,578,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,579,250,204907,21520.0,8955.0,65,25,20,7364620.0
ESP32 deep,44,579,500,204907,21521.0,8956.0,130,51,37,7365441.0
ESP32 deep,44,579,1000,204907,21521.0,8957.0,262,103,67,7366261.0
ESP32 deep,44,579,2000,204907,21521.0,8957.0,486,221,135,7366261.0
ESP32 deep,44,579,5000,204907,21521.0,10556.0,1154,550,349,8677441.0
ESP32 deep,44,579,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,580,250,204907,21520.0,8955.0,59,20,23,7364620.0
ESP32 deep,44,580,500,204907,21520.0,10550.0,122,50,37,8672520.0
ESP32 deep,44,580,1000,204907,21520.0,10550.0,230,99,66,8672520.0
ESP32 deep,44,580,2000,204907,21520.0,10550.0,443,202,132,8672520.0
ESP32 deep,44,580,5000,204907,21521.0,10551.0,1155,507,356,8673341.0
ESP32 deep,44,580,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,581,250,204907,21521.0,8953.0,48,32,20,7362981.0
ESP32 deep,44,581,500,204907,21521.0,8953.0,107,53,40,7362981.0
ESP32 deep,44,581,1000,204907,21521.0,8954.0,218,110,72,7363801.0
ESP32 deep,44,581,2000,204907,21521.0,8956.0,446,210,154,7365441.0
ESP32 deep,44,581,5000,204907,21521.0,10548.0,1176,529,359,8670881.0
ESP32 deep,44,581,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,582,250,204907,21521.0,10546.0,60,24,23,8669241.0
ESP32 deep,44,582,500,204907,21521.0,10546.0,113,50,38,8669241.0
ESP32 deep,44,582,1000,204907,21522.0,10555.0,251,100,72,8676622.0
ESP32 deep,44,582,2000,204907,21522.0,10556.0,456,193,165,8677442.0
ESP32 deep,44,582,5000,204907,21522.0,10556.0,1165,528,353,8677442.0
ESP32 deep,44,582,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,583,250,204907,21520.0,8939.0,56,26,15,7351500.0
ESP32 deep,44,583,500,204907,21521.0,8957.0,115,60,35,7366261.0
ESP32 deep,44,583,1000,204907,21521.0,10547.0,221,98,64,8670061.0
ESP32 deep,44,583,2000,204907,21521.0,10547.0,432,206,130,8670061.0
ESP32 deep,44,583,5000,204907,21521.0,10555.0,1139,543,364,8676621.0
ESP32 deep,44,583,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,584,250,204907,21521.0,8952.0,60,29,16,7362161.0
ESP32 deep,44,584,500,204907,21521.0,8953.0,116,56,29,7362981.0
ESP32 deep,44,584,1000,204907,21521.0,10547.0,249,108,68,8670061.0
ESP32 deep,44,584,2000,204907,21521.0,10547.0,469,210,139,8670061.0
ESP32 deep,44,584,5000,204907,21521.0,10556.0,1185,544,367,8677441.0
ESP32 deep,44,584,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,585,250,204907,21520.0,8951.0,69,29,13,7361340.0
ESP32 deep,44,585,500,204907,21520.0,8953.0,119,52,37,7362980.0
ESP32 deep,44,585,1000,204907,21521.0,8957.0,242,104,68,7366261.0
ESP32 deep,44,585,2000,204907,21521.0,8957.0,475,212,132,7366261.0
ESP32 deep,44,585,5000,204907,21521.0,8958.0,1167,537,349,7367081.0
ESP32 deep,44,585,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,586,250,204907,21520.0,8950.0,54,25,21,7360520.0
ESP32 deep,44,586,500,204907,21520.0,8957.0,114,55,41,7366260.0
ESP32 deep,44,586,1000,204907,21520.0,8957.0,253,112,73,7366260.0
ESP32 deep,44,586,2000,204907,21520.0,8957.0,488,233,155,7366260.0
ESP32 deep,44,586,5000,204907,21522.0,8958.0,1191,533,364,7367082.0
ESP32 deep,44,586,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,587,250,204907,21520.0,8956.0,60,24,18,7365440.0
ESP32 deep,44,587,500,204907,21520.0,8956.0,112,52,37,7365440.0
ESP32 deep,44,587,1000,204907,21520.0,8957.0,238,99,68,7366260.0
ESP32 deep,44,587,2000,204907,21521.0,10548.0,459,199,130,8670881.0
ESP32 deep,44,587,5000,204907,21521.0,10548.0,1116,510,339,8670881.0
ESP32 deep,44,587,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,588,250,204907,21520.0,8957.0,46,24,24,7366260.0
ESP32 deep,44,588,500,204907,21520.0,8957.0,101,49,44,7366260.0
ESP32 deep,44,588,1000,204907,21520.0,8957.0,223,103,75,7366260.0
ESP32 deep,44,588,2000,204907,21520.0,8958.0,472,205,147,7367080.0
ESP32 deep,44,588,5000,204907,21521.0,10556.0,1139,499,360,8677441.0
ESP32 deep,44,588,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,589,250,204907,21520.0,8955.0,53,20,28,7364620.0
ESP32 deep,44,589,500,204907,21520.0,10547.0,119,47,41,8670060.0
ESP32 deep,44,589,1000,204907,21520.0,10548.0,245,93,72,8670880.0
ESP32 deep,44,589,2000,204907,21521.0,10556.0,477,211,142,8677441.0
ESP32 deep,44,589,5000,204907,21522.0,10556.0,1185,517,362,8677442.0
ESP32 deep,44,589,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,590,250,204907,21519.0,10546.0,57,20,19,8669239.0
ESP32 deep,44,590,500,204907,21521.0,10546.0,115,53,29,8669241.0
ESP32 deep,44,590,1000,204907,21521.0,10546.0,224,108,67,8669241.0
ESP32 deep,44,590,2000,204907,21521.0,10546.0,486,205,133,8669241.0
ESP32 deep,44,590,5000,204907,21521.0,10555.0,1182,506,365,8676621.0
ESP32 deep,44,590,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,591,250,204907,21520.0,10555.0,68,23,11,8676620.0
ESP32 deep,44,591,500,204907,21520.0,10556.0,134,49,23,8677440.0
ESP32 deep,44,591,1000,204907,21522.0,10556.0,251,93,60,8677442.0
ESP32 deep,44,591,2000,204907,21522.0,10556.0,471,195,126,8677442.0
ESP32 deep,44,591,5000,204907,21522.0,10556.0,1195,514,345,8677442.0
ESP32 deep,44,591,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,592,250,204907,21520.0,8957.0,48,25,27,7366260.0
ESP32 deep,44,592,500,204907,21520.0,8957.0,110,50,45,7366260.0
ESP32 deep,44,592,1000,204907,21521.0,8957.0,227,101,78,7366261.0
ESP32 deep,44,592,2000,204907,21521.0,8957.0,440,218,151,7366261.0
ESP32 deep,44,592,5000,204907,21521.0,10556.0,1147,517,344,8677441.0
ESP32 deep,44,592,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,593,250,204907,21522.0,10546.0,69,24,19,8669242.0
ESP32 deep,44,593,500,204907,21522.0,10546.0,121,51,39,8669242.0
ESP32 deep,44,593,1000,204907,21522.0,10546.0,230,97,74,8669242.0
ESP32 deep,44,593,2000,204907,21522.0,10546.0,461,198,153,8669242.0
ESP32 deep,44,593,5000,204907,21522.0,10556.0,1157,503,379,8677442.0
ESP32 deep,44,593,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,594,250,204907,21520.0,8956.0,48,26,16,7365440.0
ESP32 deep,44,594,500,204907,21520.0,8957.0,113,44,38,7366260.0
ESP32 deep,44,594,1000,204907,21520.0,8958.0,241,99,82,7367080.0
ESP32 deep,44,594,2000,204907,21522.0,10548.0,488,186,149,8670882.0
ESP32 deep,44,594,5000,204907,21522.0,10551.0,1163,508,359,8673342.0
ESP32 deep,44,594,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,595,250,204907,21520.0,8944.0,51,20,19,7355600.0
ESP32 deep,44,595,500,204907,21520.0,8955.0,110,37,39,7364620.0
ESP32 deep,44,595,1000,204907,21520.0,8956.0,238,89,66,7365440.0
ESP32 deep,44,595,2000,204907,21522.0,10547.0,461,185,147,8670062.0
ESP32 deep,44,595,5000,204907,21522.0,10556.0,1129,521,370,8677442.0
ESP32 deep,44,595,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,596,250,204907,21520.0,8953.0,59,22,24,7362980.0
ESP32 deep,44,596,500,204907,21521.0,8953.0,112,45,36,7362981.0
ESP32 deep,44,596,1000,204907,21521.0,8957.0,232,97,73,7366261.0
ESP32 deep,44,596,2000,204907,21521.0,8957.0,490,195,139,7366261.0
ESP32 deep,44,596,5000,204907,21521.0,10548.0,1171,522,338,8670881.0
ESP32 deep,44,596,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,597,250,204907,21520.0,8957.0,64,24,19,7366260.0
ESP32 deep,44,597,500,204907,21521.0,10546.0,122,55,42,8669241.0
ESP32 deep,44,597,1000,204907,21521.0,10547.0,241,108,83,8670061.0
ESP32 deep,44,597,2000,204907,21521.0,10548.0,475,227,150,8670881.0
ESP32 deep,44,597,5000,204907,21521.0,10551.0,1200,551,376,8673341.0
ESP32 deep,44,597,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,598,250,204907,21520.0,8955.0,61,29,23,7364620.0
ESP32 deep,44,598,500,204907,21520.0,8957.0,122,55,41,7366260.0
ESP32 deep,44,598,1000,204907,21521.0,10546.0,251,121,83,8669241.0
ESP32 deep,44,598,2000,204907,21521.0,10546.0,478,240,154,8669241.0
ESP32 deep,44,598,5000,204907,21521.0,10551.0,1182,557,370,8673341.0
ESP32 deep,44,598,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,599,250,204907,21521.0,8956.0,63,24,21,7365441.0
ESP32 deep,44,599,500,204907,21521.0,8956.0,123,45,42,7365441.0
ESP32 deep,44,599,1000,204907,21521.0,8956.0,230,97,89,7365441.0
ESP32 deep,44,599,2000,204907,21521.0,8956.0,464,209,164,7365441.0
ESP32 deep,44,599,5000,204907,21522.0,10551.0,1143,551,370,8673342.0
ESP32 deep,44,599,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,600,250,204907,21519.0,8951.0,56,31,19,7361339.0
ESP32 deep,44,600,500,204907,21520.0,8957.0,120,51,34,7366260.0
ESP32 deep,44,600,1000,204907,21521.0,8958.0,229,104,69,7367081.0
ESP32 deep,44,600,2000,204907,21521.0,8958.0,462,219,139,7367081.0
ESP32 deep,44,600,5000,204907,21521.0,8958.0,1188,523,354,7367081.0
ESP32 deep,44,600,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,601,250,204907,21520.0,8950.0,63,27,19,7360520.0
ESP32 deep,44,601,500,204907,21520.0,8956.0,120,45,46,7365440.0
ESP32 deep,44,601,1000,204907,21520.0,8958.0,242,101,83,7367080.0
ESP32 deep,44,601,2000,204907,21520.0,10556.0,489,203,160,8677440.0
ESP32 deep,44,601,5000,204907,21522.0,10556.0,1163,512,363,8677442.0
ESP32 deep,44,601,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,602,250,204907,21520.0,10547.0,47,35,24,8670060.0
ESP32 deep,44,602,500,204907,21520.0,10547.0,114,65,39,8670060.0
ESP32 deep,44,602,1000,204907,21520.0,10547.0,218,115,74,8670060.0
ESP32 deep,44,602,2000,204907,21520.0,10547.0,451,225,141,8670060.0
ESP32 deep,44,602,5000,204907,21522.0,10548.0,1189,526,339,8670882.0
ESP32 deep,44,602,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,603,250,204907,21520.0,8947.0,70,23,14,7358060.0
ESP32 deep,44,603,500,204907,21520.0,8955.0,125,56,30,7364620.0
ESP32 deep,44,603,1000,204907,21520.0,8956.0,239,98,65,7365440.0
ESP32 deep,44,603,2000,204907,21521.0,8956.0,480,188,137,7365441.0
ESP32 deep,44,603,5000,204907,21522.0,10556.0,1179,529,348,8677442.0
ESP32 deep,44,603,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,604,250,204907,21520.0,8957.0,61,23,20,7366260.0
ESP32 deep,44,604,500,204907,21521.0,10550.0,121,54,39,8672521.0
ESP32 deep,44,604,1000,204907,21521.0,10550.0,251,102,69,8672521.0
ESP32 deep,44,604,2000,204907,21521.0,10551.0,493,208,153,8673341.0
ESP32 deep,44,604,5000,204907,21522.0,10551.0,1199,510,372,8673342.0
ESP32 deep,44,604,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,605,250,204907,21520.0,10555.0,50,22,22,8676620.0
ESP32 deep,44,605,500,204907,21520.0,10555.0,119,54,40,8676620.0
ESP32 deep,44,605,1000,204907,21520.0,10555.0,237,112,68,8676620.0
ESP32 deep,44,605,2000,204907,21521.0,10555.0,484,222,138,8676621.0
ESP32 deep,44,605,5000,204907,21521.0,10555.0,1156,524,351,8676621.0
ESP32 deep,44,605,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,606,250,204907,21520.0,8956.0,49,41,15,7365440.0
ESP32 deep,44,606,500,204907,21520.0,8956.0,104,72,33,7365440.0
ESP32 deep,44,606,1000,204907,21521.0,10547.0,219,121,63,8670061.0
ESP32 deep,44,606,2000,204907,21521.0,10548.0,466,242,129,8670881.0
ESP32 deep,44,606,5000,204907,21522.0,10548.0,1173,556,345,8670882.0
ESP32 deep,44,606,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,607,250,204907,21520.0,8956.0,56,27,14,7365440.0
ESP32 deep,44,607,500,204907,21520.0,8956.0,115,50,31,7365440.0
ESP32 deep,44,607,1000,204907,21520.0,10547.0,230,105,81,8670060.0
ESP32 deep,44,607,2000,204907,21520.0,10547.0,475,217,152,8670060.0
ESP32 deep,44,607,5000,204907,21522.0,10556.0,1154,514,379,8677442.0
ESP32 deep,44,607,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,608,250,204907,21521.0,10546.0,56,17,16,8669241.0
ESP32 deep,44,608,500,204907,21521.0,10546.0,109,49,25,8669241.0
ESP32 deep,44,608,1000,204907,21521.0,10547.0,224,104,56,8670061.0
ESP32 deep,44,608,2000,204907,21521.0,10551.0,443,198,134,8673341.0
ESP32 deep,44,608,5000,204907,21522.0,10551.0,1167,532,335,8673342.0
ESP32 deep,44,608,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,609,250,204907,21521.0,8957.0,62,30,16,7366261.0
ESP32 deep,44,609,500,204907,21521.0,8957.0,124,53,27,7366261.0
ESP32 deep,44,609,1000,204907,21521.0,8957.0,246,106,55,7366261.0
ESP32 deep,44,609,2000,204907,21521.0,10548.0,475,214,140,8670881.0
ESP32 deep,44,609,5000,204907,21521.0,10548.0,1179,526,373,8670881.0
ESP32 deep,44,609,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,610,250,204907,21521.0,8957.0,64,28,13,7366261.0
ESP32 deep,44,610,500,204907,21521.0,8957.0,123,45,35,7366261.0
ESP32 deep,44,610,1000,204907,21521.0,8957.0,236,104,80,7366261.0
ESP32 deep,44,610,2000,204907,21521.0,8958.0,449,233,151,7367081.0
ESP32 deep,44,610,5000,204907,21522.0,10556.0,1152,561,350,8677442.0
ESP32 deep,44,610,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,611,250,204907,21520.0,8947.0,61,24,20,7358060.0
ESP32 deep,44,611,500,204907,21520.0,8957.0,118,40,43,7366260.0
ESP32 deep,44,611,1000,204907,21520.0,8957.0,244,96,79,7366260.0
ESP32 deep,44,611,2000,204907,21520.0,10546.0,471,209,155,8669240.0
ESP32 deep,44,611,5000,204907,21521.0,10547.0,1151,516,363,8670061.0
ESP32 deep,44,611,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,612,250,204907,21520.0,10555.0,57,25,16,8676620.0
ESP32 deep,44,612,500,204907,21520.0,10555.0,126,47,29,8676620.0
ESP32 deep,44,612,1000,204907,21521.0,10555.0,245,88,67,8676621.0
ESP32 deep,44,612,2000,204907,21521.0,10555.0,478,195,138,8676621.0
ESP32 deep,44,612,5000,204907,21522.0,10556.0,1170,500,366,8677442.0
ESP32 deep,44,612,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,613,250,204907,21520.0,8951.0,51,25,20,7361340.0
ESP32 deep,44,613,500,204907,21520.0,8957.0,112,59,34,7366260.0
ESP32 deep,44,613,1000,204907,21521.0,10550.0,227,108,71,8672521.0
ESP32 deep,44,613,2000,204907,21521.0,10550.0,474,220,144,8672521.0
ESP32 deep,44,613,5000,204907,21522.0,10556.0,1143,516,355,8677442.0
ESP32 deep,44,613,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,614,250,204907,21520.0,8957.0,66,27,22,7366260.0
ESP32 deep,44,614,500,204907,21520.0,8957.0,124,45,46,7366260.0
ESP32 deep,44,614,1000,204907,21521.0,10548.0,242,103,83,8670881.0
ESP32 deep,44,614,2000,204907,21521.0,10548.0,454,197,166,8670881.0
ESP32 deep,44,614,5000,204907,21522.0,10548.0,1165,533,382,8670882.0
ESP32 deep,44,614,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,615,250,204907,21520.0,8954.0,50,20,16,7363800.0
ESP32 deep,44,615,500,204907,21520.0,8954.0,105,52,38,7363800.0
ESP32 deep,44,615,1000,204907,21520.0,10555.0,226,111,77,8676620.0
ESP32 deep,44,615,2000,204907,21521.0,10555.0,460,210,149,8676621.0
ESP32 deep,44,615,5000,204907,21521.0,10556.0,1156,517,355,8677441.0
ESP32 deep,44,615,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,616,250,204907,21520.0,8957.0,64,25,23,7366260.0
ESP32 deep,44,616,500,204907,21520.0,8957.0,127,50,40,7366260.0
ESP32 deep,44,616,1000,204907,21522.0,8957.0,247,100,66,7366262.0
ESP32 deep,44,616,2000,204907,21522.0,8957.0,471,218,139,7366262.0
ESP32 deep,44,616,5000,204907,21522.0,10551.0,1160,533,366,8673342.0
ESP32 deep,44,616,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,617,250,204907,21520.0,8953.0,69,26,16,7362980.0
ESP32 deep,44,617,500,204907,21520.0,8953.0,128,56,34,7362980.0
ESP32 deep,44,617,1000,204907,21520.0,8957.0,232,97,72,7366260.0
ESP32 deep,44,617,2000,204907,21521.0,8957.0,472,202,138,7366261.0
ESP32 deep,44,617,5000,204907,21522.0,10548.0,1171,513,364,8670882.0
ESP32 deep,44,617,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,618,250,204907,21521.0,8952.0,58,18,23,7362161.0
ESP32 deep,44,618,500,204907,21521.0,8957.0,113,56,41,7366261.0
ESP32 deep,44,618,1000,204907,21521.0,8957.0,235,118,80,7366261.0
ESP32 deep,44,618,2000,204907,21521.0,8958.0,464,225,151,7367081.0
ESP32 deep,44,618,5000,204907,21522.0,10547.0,1178,525,354,8670062.0
ESP32 deep,44,618,10000,204907,21522.0,10556.0,2341,1054,720,8677442.0
ESP32 deep,44,619,250,204907,21520.0,8952.0,57,23,19,7362160.0
ESP32 deep,44,619,500,204907,21520.0,8952.0,107,46,34,7362160.0
ESP32 deep,44,619,1000,204907,21520.0,8958.0,220,94,70,7367080.0
