platform,level,repetition,sample_size,seed,B_upper_us,C_upper_us,n_baseline,n_early,n_late_band,D821_us
RP2040 deep,44,101,500,204908,80264.0,35068.0,130,45,32,28836024.0
RP2040 deep,44,101,1000,204908,80264.0,35089.0,240,107,84,28853244.0
RP2040 deep,44,101,2000,204908,80282.0,35089.0,480,225,140,28853262.0
RP2040 deep,44,101,5000,204908,80282.0,41489.0,1187,541,332,34101262.0
RP2040 deep,44,101,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,102,250,204908,80234.0,41481.0,54,36,23,34094654.0
RP2040 deep,44,102,500,204908,80260.0,41481.0,116,61,33,34094680.0
RP2040 deep,44,102,1000,204908,80260.0,41492.0,251,110,63,34103700.0
RP2040 deep,44,102,2000,204908,80274.0,41492.0,484,222,150,34103714.0
RP2040 deep,44,102,5000,204908,80282.0,41564.0,1195,545,344,34162762.0
RP2040 deep,44,102,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,103,250,204908,80241.0,35035.0,60,26,12,28808941.0
RP2040 deep,44,103,500,204908,80246.0,35059.0,107,55,30,28828626.0
RP2040 deep,44,103,1000,204908,80252.0,35079.0,211,105,63,28845032.0
RP2040 deep,44,103,2000,204908,80274.0,35110.0,469,226,133,28870474.0
RP2040 deep,44,103,5000,204908,80282.0,41561.0,1170,549,348,34160302.0
RP2040 deep,44,103,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,104,250,204908,80254.0,35044.0,59,27,20,28816334.0
RP2040 deep,44,104,500,204908,80254.0,41484.0,119,55,37,34097134.0
RP2040 deep,44,104,1000,204908,80274.0,41487.0,220,122,78,34099614.0
RP2040 deep,44,104,2000,204908,80282.0,41499.0,453,249,148,34109462.0
RP2040 deep,44,104,5000,204908,80282.0,41499.0,1147,573,369,34109462.0
RP2040 deep,44,104,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,105,250,204908,80236.0,41456.0,55,21,22,34074156.0
RP2040 deep,44,105,500,204908,80264.0,41461.0,102,46,44,34078284.0
RP2040 deep,44,105,1000,204908,80284.0,41551.0,224,100,83,34152104.0
RP2040 deep,44,105,2000,204908,80284.0,41564.0,465,214,149,34162764.0
RP2040 deep,44,105,5000,204908,80284.0,41564.0,1172,548,365,34162764.0
RP2040 deep,44,105,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,106,250,204908,80253.0,35075.0,61,29,21,28841753.0
RP2040 deep,44,106,500,204908,80260.0,35075.0,127,57,40,28841760.0
RP2040 deep,44,106,1000,204908,80284.0,35079.0,251,105,71,28845064.0
RP2040 deep,44,106,2000,204908,80284.0,35079.0,470,213,142,28845064.0
RP2040 deep,44,106,5000,204908,80284.0,41469.0,1188,513,361,34084864.0
RP2040 deep,44,106,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,107,250,204908,80260.0,35070.0,65,22,20,28837660.0
RP2040 deep,44,107,500,204908,80260.0,35077.0,123,54,30,28843400.0
RP2040 deep,44,107,1000,204908,80274.0,35100.0,245,99,63,28862274.0
RP2040 deep,44,107,2000,204908,80282.0,41487.0,500,209,136,34099622.0
RP2040 deep,44,107,5000,204908,80282.0,41489.0,1195,544,371,34101262.0
RP2040 deep,44,107,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,108,250,204908,80261.0,35052.0,63,33,14,28822901.0
RP2040 deep,44,108,500,204908,80261.0,35053.0,123,63,31,28823721.0
RP2040 deep,44,108,1000,204908,80261.0,35070.0,241,120,63,28837661.0
RP2040 deep,44,108,2000,204908,80261.0,41482.0,480,205,122,34095501.0
RP2040 deep,44,108,5000,204908,80274.0,41564.0,1193,529,333,34162754.0
RP2040 deep,44,108,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,109,250,204908,80278.0,35040.0,61,23,26,28813078.0
RP2040 deep,44,109,500,204908,80278.0,35069.0,129,43,49,28836858.0
RP2040 deep,44,109,1000,204908,80278.0,41479.0,241,110,86,34093058.0
RP2040 deep,44,109,2000,204908,80278.0,41551.0,471,229,155,34152098.0
RP2040 deep,44,109,5000,204908,80278.0,41564.0,1169,546,384,34162758.0
RP2040 deep,44,109,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,110,250,204908,80242.0,35063.0,67,21,17,28831902.0
RP2040 deep,44,110,500,204908,80242.0,35074.0,136,46,31,28840922.0
RP2040 deep,44,110,1000,204908,80261.0,35092.0,243,97,64,28855701.0
RP2040 deep,44,110,2000,204908,80264.0,41483.0,489,205,137,34096324.0
RP2040 deep,44,110,5000,204908,80268.0,41492.0,1157,553,345,34103708.0
RP2040 deep,44,110,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,111,250,204908,80271.0,35079.0,50,23,23,28845051.0
RP2040 deep,44,111,500,204908,80271.0,35079.0,113,48,36,28845051.0
RP2040 deep,44,111,1000,204908,80271.0,41483.0,237,105,73,34096331.0
RP2040 deep,44,111,2000,204908,80282.0,41483.0,471,209,157,34096342.0
RP2040 deep,44,111,5000,204908,80284.0,41564.0,1135,546,387,34162764.0
RP2040 deep,44,111,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,112,250,204908,80255.0,35024.0,65,19,13,28799935.0
RP2040 deep,44,112,500,204908,80255.0,35060.0,119,49,34,28829455.0
RP2040 deep,44,112,1000,204908,80255.0,41466.0,252,105,66,34082375.0
RP2040 deep,44,112,2000,204908,80274.0,41466.0,478,215,135,34082394.0
RP2040 deep,44,112,5000,204908,80284.0,41487.0,1163,537,363,34099624.0
RP2040 deep,44,112,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,113,250,204908,80245.0,41448.0,57,22,25,34067605.0
RP2040 deep,44,113,500,204908,80274.0,41474.0,121,46,41,34088954.0
RP2040 deep,44,113,1000,204908,80274.0,41474.0,252,103,78,34088954.0
RP2040 deep,44,113,2000,204908,80274.0,41474.0,479,221,135,34088954.0
RP2040 deep,44,113,5000,204908,80282.0,41474.0,1175,544,348,34088962.0
RP2040 deep,44,113,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,114,250,204908,80284.0,35058.0,70,31,16,28827844.0
RP2040 deep,44,114,500,204908,80284.0,35058.0,129,73,37,28827844.0
RP2040 deep,44,114,1000,204908,80284.0,35094.0,254,124,64,28857364.0
RP2040 deep,44,114,2000,204908,80284.0,35095.0,479,241,123,28858184.0
RP2040 deep,44,114,5000,204908,80284.0,41496.0,1192,558,363,34107004.0
RP2040 deep,44,114,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,115,250,204908,80242.0,35061.0,63,32,22,28830262.0
RP2040 deep,44,115,500,204908,80260.0,35102.0,121,60,34,28863900.0
RP2040 deep,44,115,1000,204908,80278.0,35122.0,220,112,82,28880318.0
RP2040 deep,44,115,2000,204908,80278.0,41558.0,452,222,142,34157838.0
RP2040 deep,44,115,5000,204908,80284.0,41561.0,1188,542,348,34160304.0
RP2040 deep,44,115,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,116,250,204908,80251.0,35068.0,54,37,14,28836011.0
RP2040 deep,44,116,500,204908,80264.0,35071.0,104,65,34,28838484.0
RP2040 deep,44,116,1000,204908,80271.0,35081.0,216,124,70,28846691.0
RP2040 deep,44,116,2000,204908,80271.0,41467.0,443,218,137,34083211.0
RP2040 deep,44,116,5000,204908,80284.0,41474.0,1163,521,363,34088964.0
RP2040 deep,44,116,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,117,250,204908,80254.0,35016.0,62,19,17,28793374.0
RP2040 deep,44,117,500,204908,80255.0,35068.0,121,51,28,28836015.0
RP2040 deep,44,117,1000,204908,80255.0,41559.0,242,108,67,34158635.0
RP2040 deep,44,117,2000,204908,80258.0,41559.0,493,220,144,34158638.0
RP2040 deep,44,117,5000,204908,80284.0,41564.0,1187,549,343,34162764.0
RP2040 deep,44,117,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,118,250,204908,80260.0,35094.0,52,30,20,28857340.0
RP2040 deep,44,118,500,204908,80260.0,35094.0,108,57,41,28857340.0
RP2040 deep,44,118,1000,204908,80260.0,35123.0,235,105,85,28881120.0
RP2040 deep,44,118,2000,204908,80284.0,35130.0,470,211,157,28886884.0
RP2040 deep,44,118,5000,204908,80284.0,41499.0,1205,530,363,34109464.0
RP2040 deep,44,118,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,119,250,204908,80242.0,41489.0,55,27,23,34101222.0
RP2040 deep,44,119,500,204908,80257.0,41489.0,106,55,43,34101237.0
RP2040 deep,44,119,1000,204908,80267.0,41489.0,229,107,82,34101247.0
RP2040 deep,44,119,2000,204908,80274.0,41496.0,468,216,155,34106994.0
RP2040 deep,44,119,5000,204908,80284.0,41499.0,1166,516,374,34109464.0
RP2040 deep,44,119,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,120,250,204908,80258.0,35078.0,68,26,16,28844218.0
RP2040 deep,44,120,500,204908,80258.0,35078.0,126,56,35,28844218.0
RP2040 deep,44,120,1000,204908,80271.0,35103.0,238,118,67,28864731.0
RP2040 deep,44,120,2000,204908,80271.0,35108.0,442,242,149,28868831.0
RP2040 deep,44,120,5000,204908,80274.0,41559.0,1167,535,364,34158654.0
RP2040 deep,44,120,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,121,250,204908,80254.0,35034.0,60,16,17,28808134.0
RP2040 deep,44,121,500,204908,80254.0,35055.0,108,45,36,28825354.0
RP2040 deep,44,121,1000,204908,80261.0,35068.0,241,96,71,28836021.0
RP2040 deep,44,121,2000,204908,80264.0,35085.0,482,208,136,28849964.0
RP2040 deep,44,121,5000,204908,80274.0,35127.0,1196,554,338,28884414.0
RP2040 deep,44,121,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,122,250,204908,80247.0,35024.0,58,18,18,28799927.0
RP2040 deep,44,122,500,204908,80251.0,41474.0,124,45,34,34088931.0
RP2040 deep,44,122,1000,204908,80267.0,41482.0,249,96,68,34095507.0
RP2040 deep,44,122,2000,204908,80284.0,41482.0,479,231,135,34095524.0
RP2040 deep,44,122,5000,204908,80284.0,41555.0,1202,570,356,34155384.0
RP2040 deep,44,122,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,123,250,204908,80271.0,35054.0,58,26,15,28824551.0
RP2040 deep,44,123,500,204908,80271.0,35054.0,123,54,31,28824551.0
RP2040 deep,44,123,1000,204908,80271.0,35063.0,230,117,50,28831931.0
RP2040 deep,44,123,2000,204908,80271.0,35069.0,467,221,125,28836851.0
RP2040 deep,44,123,5000,204908,80271.0,41496.0,1174,537,349,34106991.0
RP2040 deep,44,123,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,124,250,204908,80256.0,35041.0,53,20,16,28813876.0
RP2040 deep,44,124,500,204908,80256.0,35041.0,101,49,28,28813876.0
RP2040 deep,44,124,1000,204908,80256.0,41496.0,222,103,67,34106976.0
RP2040 deep,44,124,2000,204908,80264.0,41496.0,467,213,129,34106984.0
RP2040 deep,44,124,5000,204908,80284.0,41496.0,1155,554,355,34107004.0
RP2040 deep,44,124,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,125,250,204908,80241.0,35019.0,68,27,19,28795821.0
RP2040 deep,44,125,500,204908,80278.0,35031.0,122,46,46,28805698.0
RP2040 deep,44,125,1000,204908,80278.0,41487.0,234,97,79,34099618.0
RP2040 deep,44,125,2000,204908,80284.0,41491.0,466,192,155,34102904.0
RP2040 deep,44,125,5000,204908,80284.0,41496.0,1160,530,358,34107004.0
RP2040 deep,44,125,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,126,250,204908,80243.0,35079.0,56,26,17,28845023.0
RP2040 deep,44,126,500,204908,80243.0,35079.0,114,47,34,28845023.0
RP2040 deep,44,126,1000,204908,80268.0,35085.0,224,93,65,28849968.0
RP2040 deep,44,126,2000,204908,80268.0,41561.0,464,201,136,34160288.0
RP2040 deep,44,126,5000,204908,80282.0,41564.0,1139,558,357,34162762.0
RP2040 deep,44,126,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,127,250,204908,80254.0,35035.0,62,35,20,28808954.0
RP2040 deep,44,127,500,204908,80264.0,35051.0,116,66,42,28822084.0
RP2040 deep,44,127,1000,204908,80271.0,41556.0,209,123,67,34156191.0
RP2040 deep,44,127,2000,204908,80271.0,41556.0,457,229,135,34156191.0
RP2040 deep,44,127,5000,204908,80284.0,41561.0,1172,541,372,34160304.0
RP2040 deep,44,127,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,128,250,204908,80274.0,35041.0,54,31,18,28813894.0
RP2040 deep,44,128,500,204908,80274.0,35067.0,98,70,31,28835214.0
RP2040 deep,44,128,1000,204908,80274.0,35073.0,201,130,60,28840134.0
RP2040 deep,44,128,2000,204908,80282.0,35102.0,447,238,132,28863922.0
RP2040 deep,44,128,5000,204908,80282.0,41559.0,1179,525,340,34158662.0
RP2040 deep,44,128,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,129,250,204908,80264.0,35023.0,72,27,14,28799124.0
RP2040 deep,44,129,500,204908,80264.0,41482.0,132,53,37,34095504.0
RP2040 deep,44,129,1000,204908,80264.0,41489.0,246,108,70,34101244.0
RP2040 deep,44,129,2000,204908,80267.0,41489.0,471,223,138,34101247.0
RP2040 deep,44,129,5000,204908,80278.0,41489.0,1175,534,381,34101258.0
RP2040 deep,44,129,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,130,250,204908,80254.0,35059.0,58,35,14,28828634.0
RP2040 deep,44,130,500,204908,80254.0,35096.0,110,68,34,28858974.0
RP2040 deep,44,130,1000,204908,80254.0,41474.0,221,127,71,34088934.0
RP2040 deep,44,130,2000,204908,80264.0,41474.0,454,234,132,34088944.0
RP2040 deep,44,130,5000,204908,80284.0,41564.0,1146,569,356,34162764.0
RP2040 deep,44,130,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,131,250,204908,80271.0,35037.0,56,29,23,28810611.0
RP2040 deep,44,131,500,204908,80271.0,35040.0,129,39,43,28813071.0
RP2040 deep,44,131,1000,204908,80271.0,35056.0,251,91,74,28826191.0
RP2040 deep,44,131,2000,204908,80274.0,41554.0,491,200,149,34154554.0
RP2040 deep,44,131,5000,204908,80274.0,41556.0,1161,528,378,34156194.0
RP2040 deep,44,131,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,132,250,204908,80252.0,35013.0,59,28,8,28790912.0
RP2040 deep,44,132,500,204908,80254.0,35018.0,111,58,28,28795014.0
RP2040 deep,44,132,1000,204908,80264.0,35077.0,222,91,50,28843404.0
RP2040 deep,44,132,2000,204908,80282.0,41489.0,442,200,119,34101262.0
RP2040 deep,44,132,5000,204908,80282.0,41564.0,1127,549,348,34162762.0
RP2040 deep,44,132,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,133,250,204908,80252.0,35031.0,56,29,19,28805672.0
RP2040 deep,44,133,500,204908,80264.0,35100.0,120,50,35,28862264.0
RP2040 deep,44,133,1000,204908,80264.0,35104.0,245,101,69,28865544.0
RP2040 deep,44,133,2000,204908,80264.0,41465.0,464,209,156,34081564.0
RP2040 deep,44,133,5000,204908,80282.0,41474.0,1155,533,362,34088962.0
RP2040 deep,44,133,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,134,250,204908,80237.0,35031.0,62,25,17,28805657.0
RP2040 deep,44,134,500,204908,80237.0,35096.0,126,46,34,28858957.0
RP2040 deep,44,134,1000,204908,80278.0,35096.0,228,96,73,28858998.0
RP2040 deep,44,134,2000,204908,80278.0,35096.0,471,188,138,28858998.0
RP2040 deep,44,134,5000,204908,80278.0,41468.0,1172,557,348,34084038.0
RP2040 deep,44,134,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,135,250,204908,80243.0,35051.0,65,22,21,28822063.0
RP2040 deep,44,135,500,204908,80264.0,35061.0,129,48,43,28830284.0
RP2040 deep,44,135,1000,204908,80282.0,35064.0,248,90,72,28832762.0
RP2040 deep,44,135,2000,204908,80282.0,35093.0,481,196,138,28856542.0
RP2040 deep,44,135,5000,204908,80282.0,41489.0,1186,515,348,34101262.0
RP2040 deep,44,135,10000,204908,80284.0,41564.0,2346,1090,715,34162764.0
RP2040 deep,44,136,250,204908,80249.0,35039.0,69,26,16,28812229.0
